ADDRESS,PRICE (K$),BEDROOMS,NEAREST_SCH_DIST,,,,,,,,,,,,
6 Nadell Court,470,3,1.415968027,,,,,,,,,,,,
6 Nairana Place,450,3,2.228976172,,,,,,,,,,,,
6 Nandina Avenue,1400,5,0.955744039,,,,,,,,,,,,
6 Nankeen Way,835,3,1.713501211,,,,,,,,,,,,
6 Nantellis Road,427,3,0.827968307,,,,,,,,,,,,
6 Napoleon Way,339,3,0.919820189,,,,,,,,,,,,
6 Napoli Avenue,350,4,0.352031778,,,,,,,,,,,,
6 Nari Lane,380,3,1.488330876,,,,,,,,,,,,
6 Narla Retreat,490,4,3.096738666,,,,,,,,,,,,
6 Narooma Close,310,3,0.834761321,,,,,,,,,,,,
6 Narooma Street,210,3,0.855230274,,,,,,,,,,,,
6 Natoli Way,410,4,0.66012672,,,,,,,,,,,,
6 Nautilus Close,350,3,2.025231394,,,,,,,,,,,,
6 Navarre Way,295,3,0.723641883,,,,,,,,,,,,
6 Navigator Drive,384,4,2.998577332,,,,,,,,,,,,
6 Naxos Way,600,4,2.318811419,,,,,,,,,,,,
6 Neaves Road,1000,3,1.878512562,,,,,,,,,,,,
6 Nellie Court,370,4,1.37091947,,,,,,,,,,,,
6 New England Vista,600,4,2.580209413,,,,,,,,,,,,
6 Newlyn Place,445,4,0.537873397,,,,,,,,,,,,
6 Newman Close,300,5,0.93572562,,,,,,,,,,,,
6 Nicholay Court,645,4,1.317109159,,,,,,,,,,,,
6 Nields Street,376,4,1.739357414,,,,,,,,,,,,
6 Nirimba Close,561,4,2.572437529,,,,,,,,,,,,
6 Nita Place,690,4,1.700860895,,,,,,,,,,,,
6 Noack Road,1450,4,4.290968764,,,,,,,,,,,,
6 Nocturne Rise,425,4,14.16822153,,,,,,,,,,,,
6 Noel Court,360,4,2.723839743,,,,,,,,,,,,
6 Nolan Way,1015,4,0.306860191,,,,,,,,,,,,
6 Nolt Court,755,3,1.198071972,,,,,,,,,,,,
6 Nooyan Close,510,4,2.347810314,,,,,,,,,,,,
6 NORBURY Crescent,1525,3,1.505880097,,,,,,,,,,,,
6 Northerly Avenue,880,4,2.814134585,,,,,,,,,,,,
6 Northerly Drive,745,4,1.349686951,,,,,,,,,,,,
6 Nowranie Place,328,3,1.333491894,,,,,,,,,,,,
6 Nullarbor Avenue,332,3,0.29902762,,,,,,,,,,,,
6 Nyanda Rise,530,4,2.246404117,,,,,,,,,,,,
6 Nyara Crescent,385,3,1.44472108,,,,,,,,,,,,
6 Okehampton Road,385,4,1.363387523,,,,,,,,,,,,
6 Oldenburg Pass,375,3,2.846270697,,,,,,,,,,,,
6 Olive Street,590,3,1.060301857,,,,,,,,,,,,
6 O'Mara Boulevard,740,3,2.431773869,,,,,,,,,,,,
6 Ontario Road,632,3,1.837529974,,,,,,,,,,,,
6 Opal Drive,500,4,0.638169414,,,,,,,,,,,,
6 Orange Grove Boulevard,402,4,1.024733788,,,,,,,,,,,,
6 Orara Way,305,3,0.179818852,,,,,,,,,,,,
6 Orr Place,625,3,0.894817945,,,,,,,,,,,,
6 Osten Lane,460,4,1.947851101,,,,,,,,,,,,
6 Otram Way,1224,4,0.357085958,,,,,,,,,,,,
6 Paddington Avenue,375,4,1.766571589,,,,,,,,,,,,
6 Panama Place,380,4,0.277105312,,,,,,,,,,,,
6 Pandanus Mews,830,4,0.708395189,,,,,,,,,,,,
6 Panola Way,475,4,2.180925366,,,,,,,,,,,,
6 Panton Court,397.5,3,1.778209986,,,,,,,,,,,,
6 Pardalote Road,462,4,0.961332321,,,,,,,,,,,,
6 Parish Lane,1650,4,0.708198783,,,,,,,,,,,,
6 Park View Green,1495,5,0.372724407,,,,,,,,,,,,
6 Partridge View,350.5,3,4.120708095,,,,,,,,,,,,
6 Pass Road,352.5,3,3.811259428,,,,,,,,,,,,
6 Passmore Street,871,3,0.605489919,,,,,,,,,,,,
6 Peaceful Bay Promenade,410,4,1.45753526,,,,,,,,,,,,
6 Pearce Street,950,4,1.173646893,,,,,,,,,,,,
6 Pearl Pass,430,4,1.454657351,,,,,,,,,,,,
6 Pearson Street,525,4,0.966938516,,,,,,,,,,,,
6 Pebblewood Road,655,4,0.83237658,,,,,,,,,,,,
6 Peebles Cross,418,3,2.50097526,,,,,,,,,,,,
6 Peel Road,780,5,4.730952693,,,,,,,,,,,,
6 Pendragon Court,400,4,0.429707703,,,,,,,,,,,,
6 Pensacola Avenue,429,4,2.702430102,,,,,,,,,,,,
6 Peraldini Court,530,4,2.790260073,,,,,,,,,,,,
6 Peregrine Court,475,4,2.814863611,,,,,,,,,,,,
6 Persian Grove,307,4,3.40968315,,,,,,,,,,,,
6 Petworth Drive,537.5,5,4.824982267,,,,,,,,,,,,
6 Philip Street,2400,5,2.50597809,,,,,,,,,,,,
6 Phoenix Street,825,4,0.416925159,,,,,,,,,,,,
6 Piesse Way,580,4,3.892607037,,,,,,,,,,,,
6 Pilbeam Circuit,600,4,1.153034224,,,,,,,,,,,,
6 Pilot Road,467.5,4,1.272592999,,,,,,,,,,,,
6 Pindana Way,304,4,1.425985504,,,,,,,,,,,,
6 Pinnaroo Drive,592,5,1.296742978,,,,,,,,,,,,
6 Pitman Street,1310,4,0.858396159,,,,,,,,,,,,
6 Pitts Lane,566,3,0.968523942,,,,,,,,,,,,
6 Pleasant Mews,400,4,1.206303648,,,,,,,,,,,,
6 Plomarion Rise,705,3,0.661319773,,,,,,,,,,,,
6 Porteous Road,1035,4,0.943808773,,,,,,,,,,,,
6 Pound Place,510,4,4.181305591,,,,,,,,,,,,
6 Prairie Dunes Place,810,4,1.217698629,,,,,,,,,,,,
6 Prescott Place,232,3,0.398517114,,,,,,,,,,,,
6 Primula Court,780,4,1.820426123,,,,,,,,,,,,
6 Prince Street,720,4,0.346613736,,,,,,,,,,,,
6 Princep Place,290,3,0.968511113,,,,,,,,,,,,
6 Prism Place,560,3,1.14345073,,,,,,,,,,,,
6 Privet Lane,920,4,1.36678349,,,,,,,,,,,,
6 Puttenham Street,650,4,1.960665288,,,,,,,,,,,,
6 Pyrenees Court,430,4,3.057246343,,,,,,,,,,,,
6 Queenscliff Court,1068.5,5,0.456186405,,,,,,,,,,,,
6 Radstock Circuit,395,3,1.353635483,,,,,,,,,,,,
6 Rainsford Way,495,3,4.381545641,,,,,,,,,,,,
6 Range Court,405,3,4.011107221,,,,,,,,,,,,
6 Rangeview Drive,95.25,3,2.203369167,,,,,,,,,,,,
6 Ranleigh Way,565,4,1.282423355,,,,,,,,,,,,
6 Rayleigh Street,530,4,1.311014261,,,,,,,,,,,,
6 Rayner Place,418,4,1.038919682,,,,,,,,,,,,
6 Reacher Place,1250,4,0.605073516,,,,,,,,,,,,
6 Recreation Drive,330,4,2.231335311,,,,,,,,,,,,
6 Reddy Avenue,558,4,1.83691784,,,,,,,,,,,,
6 Redgum Avenue,310,2,2.082534291,,,,,,,,,,,,
6 Redross Court,195,3,0.792430818,,,,,,,,,,,,
6 Redunca Close,522,4,3.5482224,,,,,,,,,,,,
6 Redwood Lane,667,3,1.21528403,,,,,,,,,,,,
6 Reed Rise,565,5,5.181399544,,,,,,,,,,,,
6 Renton Way,358,3,1.779239105,,,,,,,,,,,,
6 Rhodes Place,385,2,9.051490745,,,,,,,,,,,,
6 Richmond Entrance,500,4,0.62308359,,,,,,,,,,,,
6 Rickett Street,385,4,0.655405026,,,,,,,,,,,,
6 Ridge Street,765,3,0.798355364,,,,,,,,,,,,
6 Ridley Way,295,2,1.547242056,,,,,,,,,,,,
6 Rivergum Close,469,4,0.894568317,,,,,,,,,,,,
6 Riverview Road,642,2,1.053395049,,,,,,,,,,,,
6 Rixons Link,752.5,4,3.213589486,,,,,,,,,,,,
6 Robbins Place,757,3,0.761049168,,,,,,,,,,,,
6 Robinson Road,385,3,1.648208526,,,,,,,,,,,,
6 Robinson Terrace,700,3,1.851877702,,,,,,,,,,,,
6 Rocke Street,460,3,0.632721859,,,,,,,,,,,,
6 Rocnoke Lane,558,4,1.564613298,,,,,,,,,,,,
6 Roscrea Court,395,4,1.86764924,,,,,,,,,,,,
6 Rose Street,1200,4,1.586763262,,,,,,,,,,,,
6 Rosedale Vista,528,4,1.247809434,,,,,,,,,,,,
6 Rossetti Court,620,3,1.143866701,,,,,,,,,,,,
6 Rothesay Court,310,4,1.79082943,,,,,,,,,,,,
6 Rousset Road,960,4,3.17177254,,,,,,,,,,,,
6 Royal Melbourne Avenue,695,4,1.246723669,,,,,,,,,,,,
6 Royce Street,762.5,4,3.387665305,,,,,,,,,,,,
6 Rubens Bend,535,4,3.185123779,,,,,,,,,,,,
6 Rudwick Street,1460,4,0.664635893,,,,,,,,,,,,
6 Ryan Court,363,3,1.726332762,,,,,,,,,,,,
6 Rydal Place,845,4,0.898095986,,,,,,,,,,,,
6 Ryde Lane,470,4,4.570787215,,,,,,,,,,,,
6 Ryniker Road,825,4,2.691399378,,,,,,,,,,,,
6 Sachem Bend,420,3,2.072038131,,,,,,,,,,,,
6 Sackler Link,615,4,3.223058258,,,,,,,,,,,,
6 Saladin Way,425,4,2.148486319,,,,,,,,,,,,
6 Salamander Street,715,4,1.136092282,,,,,,,,,,,,
6 Saligna Way,502.5,4,3.806362791,,,,,,,,,,,,
6 Salishan Street,425,4,0.812120258,,,,,,,,,,,,
6 Salter Place,300,3,1.019259767,,,,,,,,,,,,
6 San Teodoro Avenue,456,4,2.215664407,,,,,,,,,,,,
6 Sander Court,430,3,1.985399456,,,,,,,,,,,,
6 Sanderling Way,500,4,1.233266101,,,,,,,,,,,,
6 Sanderstead Loop,495,5,0.714551813,,,,,,,,,,,,
6 Sandringham Street,1051,3,1.065734479,,,,,,,,,,,,
6 Sanford Court,590,4,0.724268382,,,,,,,,,,,,
6 Santarosa Way,674.888,4,0.982933341,,,,,,,,,,,,
6 Sassoon Place,295,3,0.889197392,,,,,,,,,,,,
6 Saurel Way,403,3,1.049261169,,,,,,,,,,,,
6 Savaris Court,555,4,0.600655319,,,,,,,,,,,,
6 Scarlet Close,687.5,4,2.192636932,,,,,,,,,,,,
6 Schofield Street,480,4,2.381704534,,,,,,,,,,,,
6 Scottsdale Court,715,6,1.294866259,,,,,,,,,,,,
6 Scutti Place,348,4,0.47123459,,,,,,,,,,,,
6 Seabrook Place,660,6,0.799527332,,,,,,,,,,,,
6 Seacrest Street,575,3,0.890315809,,,,,,,,,,,,
6 Seaforth Loop,940,5,0.699797048,,,,,,,,,,,,
6 Seagrove Boulevard,370,4,0.430776956,,,,,,,,,,,,
6 Seagull Vista,535,3,1.960023745,,,,,,,,,,,,
6 Seaham Way,860,5,0.356159369,,,,,,,,,,,,
6 Seamet Rise,289,3,0.457035989,,,,,,,,,,,,
6 Sedges Grove,690,5,0.474984948,,,,,,,,,,,,
6 Selsfield Place,350,4,1.417236286,,,,,,,,,,,,
6 Seminara Place,145,4,6.181664042,,,,,,,,,,,,
6 Shalimar Street,680,4,0.908157815,,,,,,,,,,,,
6 Shanklin Court,435,4,0.585227047,,,,,,,,,,,,
6 Shapwick Approach,480,4,1.199752026,,,,,,,,,,,,
6 Sharach Retreat,690,4,2.260001618,,,,,,,,,,,,
6 Shawfield Street,170,3,0.449215974,,,,,,,,,,,,
6 Shelduck Crescent,540,4,2.210651836,,,,,,,,,,,,
6 Shell Court,530,3,0.46464664,,,,,,,,,,,,
6 Shelvock Crescent,355,3,1.391896259,,,,,,,,,,,,
6 Shene Court,472.5,4,2.045817035,,,,,,,,,,,,
6 Shepherd Street,448,3,1.339801693,,,,,,,,,,,,
6 Sherbrooke Retreat,300,3,0.856790903,,,,,,,,,,,,
6 Sheriff Circuit,600,4,3.326760747,,,,,,,,,,,,
6 Shetland Drive,520,4,1.081533077,,,,,,,,,,,,
6 Shiralee Bend,500,4,1.394517757,,,,,,,,,,,,
6 Shirley Road,450,4,1.500913698,,,,,,,,,,,,
6 Shoreline Gardens,485,3,2.021268405,,,,,,,,,,,,
6 Simons Drive,658,5,7.525322143,,,,,,,,,,,,
6 Smallman Place,500,3,0.649790012,,,,,,,,,,,,
6 Snowdonia Link,365,3,0.3770399,,,,,,,,,,,,
6 Sophia Street,512,4,1.651478,,,,,,,,,,,,
6 Sorell Way,505,4,1.731312202,,,,,,,,,,,,
6 Spigl Way,1035,4,0.534452232,,,,,,,,,,,,
6 Spindrift Boulevard,350,4,1.027875947,,,,,,,,,,,,
6 Spoonbill Pass,525,4,2.397049583,,,,,,,,,,,,
6 Springfield Court,650,3,1.069369042,,,,,,,,,,,,
6 Springthorpe Terrace,390,4,0.963481406,,,,,,,,,,,,
6 Sprint Close,415,5,1.626621414,,,,,,,,,,,,
6 St Georges Avenue,300,4,0.818113553,,,,,,,,,,,,
6 St Lucia Road,1110,4,2.371238788,,,,,,,,,,,,
6 St Oswalds Rise,1565,5,0.818795911,,,,,,,,,,,,
6 St Thomas Loop,800,4,2.267617244,,,,,,,,,,,,
6 Stacey Street,450,3,0.92819863,,,,,,,,,,,,
6 Stainton Place,755,4,0.484677485,,,,,,,,,,,,
6 Stam Lane,577,3,2.034120304,,,,,,,,,,,,
6 Stanley Place,520,3,2.408363146,,,,,,,,,,,,
6 Stella Place,545,5,2.162174774,,,,,,,,,,,,
6 Stockwell Way,525,3,1.492874352,,,,,,,,,,,,
6 Stormbird Loop,440,4,2.167238991,,,,,,,,,,,,
6 Stowe Gardens,720,4,3.228793939,,,,,,,,,,,,
6 Stradbroke Gardens,395,4,1.1274953,,,,,,,,,,,,
6 Strathclyde Circuit,185,3,1.983843175,,,,,,,,,,,,
6 Strauss Boulevard,540,4,2.288199617,,,,,,,,,,,,
6 Stuart Street,455,3,1.444210317,,,,,,,,,,,,
6 Sun Court,870,3,1.571303191,,,,,,,,,,,,
6 Sunny Close,435,3,1.959862987,,,,,,,,,,,,
6 Sunset View,345,4,14.07160922,,,,,,,,,,,,
6 Surflin Court,910,4,4.062444336,,,,,,,,,,,,
6 Surman Place,610,4,6.893010769,,,,,,,,,,,,
6 Swainson Place,720,3,0.73822542,,,,,,,,,,,,
6 Taiof Close,475,4,2.26335256,,,,,,,,,,,,
6 Talbot Road,440,3,0.822408247,,,,,,,,,,,,
6 Tallerack Street,595,4,1.110626898,,,,,,,,,,,,
6 Tamalee Place,335,4,1.265586314,,,,,,,,,,,,
6 Tampico Court,459,4,0.355527421,,,,,,,,,,,,
6 Tanah Close,839,4,0.191287321,,,,,,,,,,,,
6 Tanunda Road,727,3,3.140554634,,,,,,,,,,,,
6 Tarbolton Gardens,425,4,3.184161868,,,,,,,,,,,,
6 Tatlock Way,385,3,1.837421468,,,,,,,,,,,,
6 Tattler Place,570,4,1.389956907,,,,,,,,,,,,
6 Teakwood Avenue,1230,4,0.725430566,,,,,,,,,,,,
6 Tee Avenue,765,4,1.417875644,,,,,,,,,,,,
6 Tempest Corner,350,3,4.019543477,,,,,,,,,,,,
6 Temple Way,620,4,1.682628625,,,,,,,,,,,,
6 Tenement Loop,425,4,1.355489589,,,,,,,,,,,,
6 Tenet Court,320,3,0.676763635,,,,,,,,,,,,
6 Terelinck Crescent,410,3,1.832950373,,,,,,,,,,,,
6 Teslin Road,2000,5,1.129491247,,,,,,,,,,,,
6 Thake Court,420,3,0.8472629,,,,,,,,,,,,
6 Thatched Court,507,4,1.291486163,,,,,,,,,,,,
6 The Cove,530,4,1.862143963,,,,,,,,,,,,
6 The Cove,1200,6,4.898376286,,,,,,,,,,,,
6 The Embankment,849,3,1.115421953,,,,,,,,,,,,
6 The Lakes Boulevard,760,4,0.813566276,,,,,,,,,,,,
6 The Links Court,950,4,1.633204229,,,,,,,,,,,,
6 The Outlook,1225,4,4.771454559,,,,,,,,,,,,
6 The Riverwalk,1350,4,3.089843738,,,,,,,,,,,,
6 Thomas Court,890,4,0.816459835,,,,,,,,,,,,
6 Thomasia Street,395,3,1.674025874,,,,,,,,,,,,
6 Thornbill Road,540,4,2.120341151,,,,,,,,,,,,
6 Thornett Street,515,3,1.049750102,,,,,,,,,,,,
6 Throssell Road,640,4,2.483442299,,,,,,,,,,,,
6 Tifway Place,1260,6,4.970776978,,,,,,,,,,,,
6 Tokara Avenue,497,4,1.373780792,,,,,,,,,,,,
6 Tokay Lane,630,3,2.705143814,,,,,,,,,,,,
6 Topsail Loop,587.5,4,6.325817086,,,,,,,,,,,,
6 Towarri Way,421,3,4.712458062,,,,,,,,,,,,
6 Tralee Way,875,5,0.917948601,,,,,,,,,,,,
6 Traminer Way,435,3,0.289641994,,,,,,,,,,,,
6 Traverse Road,587.5,4,1.327293298,,,,,,,,,,,,
6 Tredale Avenue,410,3,0.501380647,,,,,,,,,,,,
6 Treen Close,505,4,4.61872864,,,,,,,,,,,,
6 Tregenna Place,630,3,3.014327149,,,,,,,,,,,,
6 Trewarn Place,680,4,3.751563378,,,,,,,,,,,,
6 Triton Road,570,3,2.688232133,,,,,,,,,,,,
6 Tropea Place,362,4,2.252154705,,,,,,,,,,,,
6 Troy Avenue,2100,4,1.922732768,,,,,,,,,,,,
6 Tulip Place,510,3,0.476939219,,,,,,,,,,,,
6 Tunder Street,395,4,0.635648889,,,,,,,,,,,,
6 Tunnicliffe Street,300,4,0.575240796,,,,,,,,,,,,
6 Turf Glen,448,4,1.778037711,,,,,,,,,,,,
6 Turton Street,520,3,0.259866947,,,,,,,,,,,,
6 Turvey Lane,430,3,1.199024819,,,,,,,,,,,,
6 Tuscan Street,1625,4,1.161344126,,,,,,,,,,,,
6 Tweeddale Road,1750,4,2.22844367,,,,,,,,,,,,
6 Twelfth Road,1325,3,1.967410087,,,,,,,,,,,,
6 Tynron Way,530,4,2.596165338,,,,,,,,,,,,
6 Unnaro Street,252,3,0.672018338,,,,,,,,,,,,
6 Valest Place,590,3,1.036852333,,,,,,,,,,,,
6 Valla Way,710,5,3.550314703,,,,,,,,,,,,
6 Vasto Street,395,4,9.78914017,,,,,,,,,,,,
6 Vellender Road,700,4,2.575413167,,,,,,,,,,,,
6 Vellum Loop,425,4,1.359986389,,,,,,,,,,,,
6 Velvet Way,420,4,1.306446526,,,,,,,,,,,,
6 Verdin Close,627,4,2.544453529,,,,,,,,,,,,
6 Verrado Way,373,3,1.246430959,,,,,,,,,,,,
6 Verticordia Road,130,3,1.518033715,,,,,,,,,,,,
6 Verton Drive,978,4,1.021874749,,,,,,,,,,,,
6 Victoria Parade,309,3,1.732899805,,,,,,,,,,,,
6 Viewpointe Cove,509.888,4,0.738609813,,,,,,,,,,,,
6 Vinciullo Way,530,4,2.660248222,,,,,,,,,,,,
6 Vintage Lane,730,4,3.034995502,,,,,,,,,,,,
6 Vitesse Approach,505,4,1.987374773,,,,,,,,,,,,
6 Vitis Chase,480,3,3.349030153,,,,,,,,,,,,
6 Vivante Loop,545,4,0.977774525,,,,,,,,,,,,
6 Vive Avenue,576,4,1.801534641,,,,,,,,,,,,
6 Vivian Way,585,3,1.693380759,,,,,,,,,,,,
6 Volcans Mews,520,4,1.628025656,,,,,,,,,,,,
6 Volos Cove,879,7,1.031651062,,,,,,,,,,,,
6 Wagtail Lane,449,5,1.78273743,,,,,,,,,,,,
6 Wake Court,395,4,2.216352522,,,,,,,,,,,,
6 Wambiri Court,595,3,2.209660035,,,,,,,,,,,,
6 Wanarie View,500,3,1.664656269,,,,,,,,,,,,
6 Wann Court,350,3,4.349387942,,,,,,,,,,,,
6 Warnt Court,470,4,2.539225254,,,,,,,,,,,,
6 Warralong Crescent,1190,3,1.59304106,,,,,,,,,,,,
6 Warrior Court,579,4,0.333960219,,,,,,,,,,,,
6 Warrior Pass,270,3,0.949112968,,,,,,,,,,,,
6 Water Street,1050,3,0.346023437,,,,,,,,,,,,
6 Waterford Avenue,845,4,0.629992953,,,,,,,,,,,,
6 Waterloo Court,385,3,1.832042269,,,,,,,,,,,,
6 Waterway Pass,505,4,2.175158554,,,,,,,,,,,,
6 Wattle Court,580,3,3.809117983,,,,,,,,,,,,
6 Webb Place,655,4,1.545060153,,,,,,,,,,,,
6 Wellesley Way,560,3,0.86334266,,,,,,,,,,,,
6 Wellman Street,675,3,0.830094191,,,,,,,,,,,,
6 Wendo Court,330,3,0.872098055,,,,,,,,,,,,
6 Wenstead Place,307,3,2.48608148,,,,,,,,,,,,
6 Westall Terrace,790,4,0.536818281,,,,,,,,,,,,
6 Westerly Crescent,370,3,1.44173154,,,,,,,,,,,,
6 Westra Way,1079,4,1.505355931,,,,,,,,,,,,
6 Whimbrel Parade,560,4,1.910045148,,,,,,,,,,,,
6 Whisper Lane,290,3,2.422735822,,,,,,,,,,,,
6 Whistler Green,365,4,0.882133153,,,,,,,,,,,,
6 Whistler Way,490,4,1.097592188,,,,,,,,,,,,
6 Wilby Street,860,3,1.509323273,,,,,,,,,,,,
6 Wildflower Grove,736,4,4.140931309,,,,,,,,,,,,
6 Wilgerup Place,280,3,1.157036083,,,,,,,,,,,,
6 Williamstown Road,925,4,0.499166537,,,,,,,,,,,,
6 Willis Street,429.999,3,1.225704987,,,,,,,,,,,,
6 Wilson Place,615,5,3.402765195,,,,,,,,,,,,
6 Wimbridge Road,620,4,3.325834462,,,,,,,,,,,,
6 Windmill Circle,670,3,3.396622474,,,,,,,,,,,,
6 Wineberry Loop,445,4,0.724895339,,,,,,,,,,,,
6 Winston Crescent,507.5,3,0.847158504,,,,,,,,,,,,
6 Winton Crescent,480,4,4.141457514,,,,,,,,,,,,
6 Witchetty Loop,400,4,0.855981783,,,,,,,,,,,,
6 Witney Close,475,4,4.480969999,,,,,,,,,,,,
6 Woburn Street,620,4,0.361529945,,,,,,,,,,,,
6 Wonga Road,510,4,1.460923848,,,,,,,,,,,,
6 Woodbridge Mews,580,4,0.610451531,,,,,,,,,,,,
6 Woodford Court,270,3,0.751483117,,,,,,,,,,,,
6 Woodland Loop,550,3,0.754144422,,,,,,,,,,,,
6 Woodroffe Place,480,4,1.814076292,,,,,,,,,,,,
6 Woodview Retreat,1250,6,0.3185308,,,,,,,,,,,,
6 Worley Circuit,569.5,4,1.159251792,,,,,,,,,,,,
6 Wyalong Place,340,4,0.938600312,,,,,,,,,,,,
6 Wyss Lane,717.5,4,1.007170369,,,,,,,,,,,,
6 Yabbara Avenue,767,4,3.279516019,,,,,,,,,,,,
6 Yabera Road,485,4,0.249995308,,,,,,,,,,,,
6 Yallambee Place,640,3,0.748471804,,,,,,,,,,,,
6 Yallup Place,555,4,1.141532456,,,,,,,,,,,,
6 Yarnall Place,410,3,1.161523754,,,,,,,,,,,,
6 Yelka Way,368,4,0.557249539,,,,,,,,,,,,
6 Yerilla Glen,360,4,2.109941578,,,,,,,,,,,,
6 Yirel Close,400,4,0.382033444,,,,,,,,,,,,
6 Yomba Street,549,4,0.424948957,,,,,,,,,,,,
6 Yoorn Way,365,4,0.744666988,,,,,,,,,,,,
6 Yorlor Way,400,3,1.238893484,,,,,,,,,,,,
6/1 Cottrill Street,560,3,1.132969524,,,,,,,,,,,,
6/1 Pitt Street,399,3,0.607242056,,,,,,,,,,,,
6/1 Wilton Place,443,2,1.293073135,,,,,,,,,,,,
6/10 McKimmie Road,564,3,2.155574767,,,,,,,,,,,,
6/10 Salamanca Turn,255,3,0.648849897,,,,,,,,,,,,
6/105 Melville Parade,635,3,1.49276196,,,,,,,,,,,,
6/11 Westbrook Way,250,3,0.585128418,,,,,,,,,,,,
6/116 Matheson Road,900,4,2.103133912,,,,,,,,,,,,
6/12 Dolphin Way,300,3,1.771028899,,,,,,,,,,,,
6/12 Recreation Drive,220,2,2.205675073,,,,,,,,,,,,
6/13 Craig Street,465,3,1.180278016,,,,,,,,,,,,
6/13 French Road,570,3,1.370629867,,,,,,,,,,,,
6/134 Marine Parade,1395,3,1.192380873,,,,,,,,,,,,
6/15 Cliffwood Place,289,3,0.698473822,,,,,,,,,,,,
6/15 Deering Street,280,3,1.639192038,,,,,,,,,,,,
6/152 Hamilton Street,322,3,0.437313013,,,,,,,,,,,,
6/17 Civic Gardens,410,3,1.293954907,,,,,,,,,,,,
6/173 Derby Road,673,3,1.177431714,,,,,,,,,,,,
6/18 Ferguson Street,284,3,1.223400724,,,,,,,,,,,,
6/18 Serenity Parkway,345,3,2.08700564,,,,,,,,,,,,
6/19 Flora Terrace,569,3,2.027413467,,,,,,,,,,,,
6/2 Waterway Court,400,2,1.688100388,,,,,,,,,,,,
6/20 Wellington Street,370,2,1.145675288,,,,,,,,,,,,
6/204 Bateman Road,400,2,1.502545024,,,,,,,,,,,,
6/207 Manning Road,615,5,0.482835458,,,,,,,,,,,,
6/22 Avon Crescent,375,3,0.452322878,,,,,,,,,,,,
6/23 Seventh Avenue,281,2,1.789598411,,,,,,,,,,,,
6/24 Blackwood Avenue,550,4,0.238378277,,,,,,,,,,,,
6/240 Burke Drive,840,3,1.965031359,,,,,,,,,,,,
6/25 Canns Road,405,2,2.757848105,,,,,,,,,,,,
6/250 Healy Road,400,3,0.780122617,,,,,,,,,,,,
6/26 Foyle Road,365,3,0.954737126,,,,,,,,,,,,
6/28 Holmesdale Road,325,3,0.539068288,,,,,,,,,,,,
6/28 Porter Street,725,4,1.733323838,,,,,,,,,,,,
6/284 Grand Promenade,277,2,1.551705703,,,,,,,,,,,,
6/3 Garden Street,350,3,1.16233096,,,,,,,,,,,,
6/3 Mountain View,259,4,0.784756378,,,,,,,,,,,,
6/3 Park Road,270,2,0.995760891,,,,,,,,,,,,
6/30 John Street,325,3,0.62934354,,,,,,,,,,,,
6/30 Westfield Street,230,3,0.8060824,,,,,,,,,,,,
6/309 Harborne Street,359,3,0.709061385,,,,,,,,,,,,
6/31 Third Avenue,216,3,0.358492338,,,,,,,,,,,,
6/4 Alder Court,250,2,2.140999616,,,,,,,,,,,,
6/4 Callander Avenue,285,3,2.666986415,,,,,,,,,,,,
6/4 Langley Place,480,3,2.043192324,,,,,,,,,,,,
6/4 Melita Drive,500,3,2.916568519,,,,,,,,,,,,
6/4 Page Road,213.5,2,0.919993486,,,,,,,,,,,,
6/40 Gwenyfred Road,670,3,1.231442637,,,,,,,,,,,,
6/40 Hogarth Way,405,3,0.381191526,,,,,,,,,,,,
6/40 MELL ROAD,340,3,2.874802732,,,,,,,,,,,,
6/40 Rome Road,430,2,1.007788525,,,,,,,,,,,,
6/42 Rome Road,395,2,0.969324869,,,,,,,,,,,,
6/46 Ewen Street,485,3,0.7587006,,,,,,,,,,,,
6/5 Bruce Street,840,3,1.288752327,,,,,,,,,,,,
6/5 Wortley Road,380,3,1.587427406,,,,,,,,,,,,
6/6 Delves Place,207,2,2.098378482,,,,,,,,,,,,
6/6 Ord Street,750,3,0.194484625,,,,,,,,,,,,
6/623 Hay Street,370,2,1.57908126,,,,,,,,,,,,
6/7 Cottrill Street,432,2,1.07837155,,,,,,,,,,,,
6/7 Wren Street,520,3,1.851725482,,,,,,,,,,,,
6/70 Frederick Street,140,2,2.513143329,,,,,,,,,,,,
6/70 Kent Street,135,2,0.430736032,,,,,,,,,,,,
6/73 Stalker Road,240,3,1.563924127,,,,,,,,,,,,
6/82 Forrest Street,635,3,0.733354205,,,,,,,,,,,,
60 Alfreda Avenue,574,3,1.345833177,,,,,,,,,,,,
60 Allendale Entrance,270,3,1.17903281,,,,,,,,,,,,
60 Amherst Road,316.666,3,0.819638977,,,,,,,,,,,,
60 Archidamus Road,410,3,0.403765724,,,,,,,,,,,,
60 Ashbourne Avenue,380,4,0.688250695,,,,,,,,,,,,
60 Askrigg Road,707,4,6.638070784,,,,,,,,,,,,
60 Balboa Loop,620,5,2.827672119,,,,,,,,,,,,
60 Bancoura Parkway,725,4,0.708524839,,,,,,,,,,,,
60 Barrington Avenue,214,4,2.197339928,,,,,,,,,,,,
60 Beachside Drive,1540,4,3.7361546,,,,,,,,,,,,
60 Bennett Drive,540,4,1.317679124,,,,,,,,,,,,
